Year,Month,Rank,Country,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW),Manufacturer,Operating System,Memory,Processor,Rmax (TFlop/s),Rpeak (TFlop/s)
2020,11,9,United States,"448,448",,,,DELLEMC,CentOSLinux7,"1,537,536GB",XeonPlatinum828028C2.7GHz,"23,516.4","38,745.9"
2020,11,10,Saudi Arabia,"672,520",,,,HPE,RHEL7.7,"506,368GB",XeonGold624820C2.5GHz,"22,400.0","55,423.6"
2021,6,1,Japan,"7,630,848",,,"29,899",Fujitsu,RedHatEnterpriseLinux,"5,087,232GB",A64FX48C2.2GHz,"442,010.0","537,212.0"
2021,6,2,United States,"2,414,592",,,"10,096",IBM,RHEL7.4,"2,801,664GB",IBMPOWER922C3.07GHz,"148,600.0","200,794.9"
2021,6,3,United States,"1,572,480",,,"7,438",IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,"1,382,400GB",IBMPOWER922C3.1GHz,"94,640.0","125,712.0"
2021,6,4,China,"10,649,600",,,"15,371",NRCPC,SunwayRaiseOS2.0.5,"1,310,720GB",SunwaySW26010260C1.45GHz,"93,014.6","125,435.9"
2021,6,5,United States,"706,304",,,"2,528",HPE,HPECrayOS,"420,864GB",AMDEPYC776364C2.45GHz,"64,590.0","89,794.5"
2021,6,6,United States,"555,520",,,"2,646",Nvidia,Ubuntu20.04.1LTS,"1,120,000GB",AMDEPYC774264C2.25GHz,"63,460.0","79,215.0"
2021,6,7,China,"4,981,760",,,"18,482",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"61,444.5","100,678.7"
2021,6,8,Germany,"449,280",,,"1,764",Atos,CentOS,"628,992GB",AMDEPYC740224C2.8GHz,"44,120.0","70,980.0"
2021,6,9,Italy,"669,760",,,"2,252",DELLEMC,CentOSLinux7,"349,440GB",XeonGold625224C2.1GHz,"35,450.0","51,720.8"
2021,6,10,United States,"448,448",,,,DELLEMC,CentOSLinux7,"1,537,536GB",XeonPlatinum828028C2.7GHz,"23,516.4","38,745.9"
2021,11,1,Japan,"7,630,848",,,"29,899",Fujitsu,RedHatEnterpriseLinux,"5,087,232GB",A64FX48C2.2GHz,"442,010.0","537,212.0"
2021,11,2,United States,"2,414,592",,,"10,096",IBM,RHEL7.4,"2,801,664GB",IBMPOWER922C3.07GHz,"148,600.0","200,794.9"
2021,11,3,United States,"1,572,480",,,"7,438",IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,"1,382,400GB",IBMPOWER922C3.1GHz,"94,640.0","125,712.0"
2021,11,4,China,"10,649,600",,,"15,371",NRCPC,SunwayRaiseOS2.0.5,"1,310,720GB",SunwaySW26010260C1.45GHz,"93,014.6","125,435.9"
2021,11,5,United States,"761,856",,,"2,589",HPE,HPECrayOS,"420,864GB",AMDEPYC776364C2.45GHz,"70,870.0","93,750.0"
2021,11,6,United States,"555,520",,,"2,646",Nvidia,Ubuntu20.04.1LTS,"1,120,000GB",AMDEPYC774264C2.25GHz,"63,460.0","79,215.0"
2021,11,7,China,"4,981,760",,,"18,482",NUDT,KylinLinux,"2,277,376GB",IntelXeonE5-2692v212C2.2GHz,"61,444.5","100,678.7"
2021,11,8,Germany,"449,280",,,"1,764",Atos,CentOS,"628,992GB",AMDEPYC740224C2.8GHz,"44,120.0","70,980.0"
2021,11,9,Italy,"669,760",,,"2,252",DELLEMC,CentOSLinux7,"349,440GB",XeonGold625224C2.1GHz,"35,450.0","51,720.8"
2021,11,10,United States,"253,440",,,,MicrosoftAzure,Ubuntu18.04LTS,"486,552GB",AMDEPYC7V1248C2.45GHz,"30,050.0","39,531.2"
